query,intent,query_len,label
i need a no objection certificate,service_query,6,19
practical exam schedule,ask_exam,3,5
is cafeteria open on sunday,ask_hours,5,8
which companies come for recruitment,ask_placement,5,9
where is the it helpdesk,service_query,5,19
price of samosa,menu_query,3,17
sports scholarship campus,ask_scholarship,3,10
where can i sit and focus on my assignment,recommend_place,9,18
need based scholarship,ask_scholarship,3,10
i cut my finger,emergency,4,11
where should i report lost item,lost_found,6,16
what labs are in Chemical Engineering,ask_department,6,3
scholarship application form,ask_scholarship,3,10
what food is available now,menu_query,5,17
where can i study peacefully,recommend_place,5,18
where can I submit my admission form,ask_admission,7,0
cultural fest this year,ask_fest,4,6
highest package in placements,ask_placement,4,9
where can i get lunch,menu_query,5,17
best place to read on campus,recommend_place,6,18
answer sheet re-checking process,ask_exam,4,5
hostel warden meeting timing,ask_hostel,4,7
anything happening on campus,ask_event,4,4
activities to meet people campus,social_life,5,20
career guidance sessions,ask_placement,3,9
what documents do I need for admission,ask_admission,7,0
what movie should i watch,fallback,5,14
best place to read on campus,recommend_place,6,18
what time is it,fallback,4,14
where is medical room,emergency,4,11
where is Management department,ask_department,4,3
drama club auditions,ask_club,3,1
where can i study peacefully,recommend_place,5,18
where is Civil Engineering faculty room,faculty_query,6,13
where can i meet my project supervisor,faculty_query,7,13
where can i get lunch,menu_query,5,17
someone fainted in the classroom,emergency,5,11
who is the placement officer,ask_placement,5,9
highest package in placements,ask_placement,4,9
faculty room for Information Technology,faculty_query,5,13
best place to propose,fallback,4,14
financial aid office location,ask_scholarship,4,10
what does Computer Science Engineering department offer,ask_department,7,3
how do i talk to girls,fallback,6,14
career guidance sessions,ask_placement,3,9
any seminar this week,ask_event,4,4
placement training workshops,ask_placement,3,9
where is HUM Faculty Room,find_location,5,15
how to apply for exam leave,ask_exam,6,5
scholarship application form,ask_scholarship,3,10
who should i contact for CSE Classroom 101,ask_contact,8,2
bursary for students,ask_scholarship,3,10
how to apply for re-evaluation,ask_exam,5,5
exam timetable for this semester,ask_exam,5,5
where can i meet my project supervisor,faculty_query,7,13
scholarship amount details,ask_scholarship,3,10
i have stomachache,emergency,3,11
is Sports Ground open now,ask_hours,5,8
fee concession process,ask_scholarship,3,10
scholarship renewal process,ask_scholarship,3,10
is cafeteria open on sunday,ask_hours,5,8
any events today,ask_event,3,4
what day is today,fallback,4,14
arrear examination details,ask_exam,3,5
which floor is Management department,ask_department,5,3
i found keys near the cafeteria,lost_found,6,16
what workshops are happening,ask_event,4,4
hostel warden contact,ask_hostel,3,7
debate competition details,ask_fest,3,6
i need a doctor,emergency,4,11
cultural fest this year,ask_fest,4,6
government scholarship details,ask_scholarship,3,10
meeting classmates outside class,social_life,4,20
show me upcoming events,ask_event,4,4
is cafeteria open on sunday,ask_hours,5,8
who is the contact for Girls Hostel,ask_contact,7,2
financial assistance for students,ask_scholarship,4,10
coffee price,menu_query,2,17
give me details about ROBO Faculty Room,facility_info,7,12
someone stole my laptop what do i do,lost_found,8,16
i lost my student id card,lost_found,6,16
hostel leave application,ask_hostel,3,7
any guest lecture today,ask_event,4,4
what is Biotechnology Department Washrooms used for,facility_info,7,12
buddy programme for new students,social_life,5,20
where is the admissions office,ask_admission,5,0
what does Biotechnology department offer,ask_department,5,3
anything happening on campus,ask_event,4,4
how to get involved in campus activities,social_life,7,20
stipend for research students,ask_scholarship,4,10
any seminar this week,ask_event,4,4
best place to read on campus,recommend_place,6,18
my friend fainted in the robotics lab what do i do,emergency,11,11
opening hours of Digital Library,ask_hours,5,8
stipend for research students,ask_scholarship,4,10
i need emergency help,emergency,4,11
what is todays date,fallback,4,14
my laptop battery is dead where can i go,service_query,9,19
events at student union,ask_event,4,4
is there a nice outdoor spot on campus,recommend_place,8,18
staff room for Information Technology,faculty_query,5,13
i need bandage,emergency,3,11
hostel warden meeting timing,ask_hostel,4,7
is there a coding club,ask_club,5,1
what time does EE Faculty Room close,ask_hours,7,8
change hostel room request,ask_hostel,4,7
where can i sit with laptop,recommend_place,6,18
can i visit Medical Room now,ask_hours,6,8
placement cell contact number,ask_placement,4,9
where do teachers sit in Humanities and Communication,faculty_query,8,13
where can I get career counselling,ask_placement,6,9
where is the exam cell,ask_exam,5,5
how do i talk to girls,fallback,6,14
who manages document queries,ask_contact,4,2
what documents do I need for admission,ask_admission,7,0
suggest a calm place on campus,recommend_place,6,18
take me to IT Classroom 102,find_location,6,15
how to reach HOD Office - Computer Science Engineering,find_location,9,15
i need a no objection certificate,service_query,6,19
where is Humanities and Communication department,ask_department,6,3
who should i contact for Library Floor Water Dispenser,ask_contact,9,2
how do I get my hall ticket,ask_exam,7,5
what does Civil Engineering department offer,ask_department,6,3
which floor is Computer Science Engineering department,ask_department,7,3
any events today,ask_event,3,4
is cafeteria open on sunday,ask_hours,5,8
where is Information Technology faculty room,faculty_query,6,13
how to get hostel allotment,ask_hostel,5,7
how to get admission in computer science,ask_admission,7,0
hostel rules and regulations,ask_hostel,4,7
yoga club schedule,ask_club,3,1
highest package in placements,ask_placement,4,9
can i visit Humanities and Communication Department now,ask_hours,8,8
how to prepare for campus interviews,ask_placement,6,9
i feel like vomiting,emergency,4,11
how to get a student ID after admission,ask_admission,8,0
international student social events,social_life,4,20
how do i talk to girls,fallback,6,14
where can i charge my laptop,service_query,6,19
my friend fainted in the robotics lab what do i do,emergency,11,11
what labs are in Computer Science Engineering,ask_department,7,3
i need a peaceful place to work,recommend_place,7,18
where can i ask general questions,ask_contact,6,2
student newspaper club,ask_club,3,1
what is Digital Library used for,facility_info,6,12
what workshops are happening,ask_event,4,4
where can I get career counselling,ask_placement,6,9
extracurricular activities details,ask_club,3,1
navigate to HOD Office - Computer Science Engineering,find_location,8,15
where can i ask general questions,ask_contact,6,2
where can i meet my professor,faculty_query,6,13
who handles hostel issues,ask_contact,4,2
how does campus placement work,ask_placement,5,9
fee waiver process,ask_scholarship,3,10
what labs are in Computer Science Engineering,ask_department,7,3
industry visit schedule,ask_placement,3,9
co-curricular activities details,ask_club,3,1
i found someone phone,lost_found,4,16
lost property office,lost_found,3,16
i hurt my hand,emergency,4,11
my phone got stolen where do i report,lost_found,8,16
any guest lecture today,ask_event,4,4
any events today,ask_event,3,4
play some music,fallback,3,14
who handles hostel issues,ask_contact,4,2
what year is it,fallback,4,14
best place to study on campus,recommend_place,6,18
what food is available now,menu_query,5,17
where can i scan documents,service_query,5,19
price of tea,menu_query,3,17
overnight stay in hostel,ask_hostel,4,7
who won the match,fallback,4,14
where can I submit my admission form,ask_admission,7,0
how much does lunch cost,menu_query,5,17
where can visitors ask for help,ask_contact,6,2
scholarship application form,ask_scholarship,3,10
where can i meet a girlfriend,fallback,6,14
what workshops are happening,ask_event,4,4
where can i sit and focus on my assignment,recommend_place,9,18
student enrollment process,ask_admission,3,0
mock interview preparation help,ask_placement,4,9
i found a wallet near the library what do i do,lost_found,11,16
how to get hostel allotment,ask_hostel,5,7
dance club on campus,ask_club,4,1
where can i meet my project supervisor,faculty_query,7,13
i found a phone on campus,lost_found,6,16
recreational facilities on campus,social_life,4,20
where is Indoor Games Room,find_location,5,15
student ambassador programme,ask_club,3,1
what time is it,fallback,4,14
career guidance sessions,ask_placement,3,9
where can i make friends,fallback,5,14
what time is it,fallback,4,14
i am having trouble breathing,emergency,5,11
financial assistance for students,ask_scholarship,4,10
location of Transport Office,find_location,4,15
where can i get bonafide certificate,service_query,6,19
any seminar this week,ask_event,4,4
where can i get lunch,menu_query,5,17
what is the last date for admission,ask_admission,7,0
faculty room for Electrical Engineering,faculty_query,5,13
take me to Mechanical Engineering Lab,find_location,6,15
tell me about Artificial Intelligence and Data Science,ask_department,8,3
project submission deadline,ask_exam,3,5
where is the it helpdesk,service_query,5,19
startup pitch event,ask_fest,3,6
where is the exam cell,ask_exam,5,5
lost my laptop,lost_found,3,16
photography club meetings,ask_club,3,1
i think someone stole my phone,lost_found,6,16
can i pay with student card,menu_query,6,17
what facilities are in CHE Classroom 401,facility_info,7,12
what is on the menu today,menu_query,6,17
best place to study on campus,recommend_place,6,18
who manages document queries,ask_contact,4,2
where is the canteen,find_location,4,15
student clubs at campus,ask_club,4,1
where can i prepare for exams,recommend_place,6,18
what labs are in Electrical Engineering,ask_department,6,3
scholarship interview process,ask_scholarship,3,10
friday special menu,menu_query,3,17
social clubs for students,social_life,4,20
how to get involved on campus,ask_club,6,1
photography club meetings,ask_club,3,1
is cafeteria open on sunday,ask_hours,5,8
what does Electrical Department Washrooms offer,facility_info,6,12
opening hours of ROBO Classroom 502,ask_hours,6,8
what is the last date for admission,ask_admission,7,0
industry visit schedule,ask_placement,3,9
where do teachers sit in Chemical Engineering,faculty_query,7,13
i found someone bag what should i do,lost_found,8,16
staff room for Electronics and Communication Engineering,faculty_query,7,13
i found a bag in the classroom,lost_found,7,16
my phone got stolen where do i report,lost_found,8,16
hostel visiting hours,ask_hostel,3,7
how to check exam results online,ask_exam,6,5
who should i contact for AI&DS Classroom 202,ask_contact,8,2
where is Information Technology department,ask_department,5,3
what facilities are in ME Faculty Room,facility_info,7,12
who should i contact for AI and Data Science Department Washrooms,ask_contact,11,2
what is todays date,fallback,4,14
price of tea,menu_query,3,17
staff room for Robotics and Automation,faculty_query,6,13
how to reach ECE Faculty Room,find_location,6,15
lost property office,lost_found,3,16
what is on today,ask_event,4,4
government scholarship details,ask_scholarship,3,10
how do i cook pasta,fallback,5,14
what labs are in Biotechnology,ask_department,5,3
where is Mechanical Engineering staff room,faculty_query,6,13
what workshops are happening,ask_event,4,4
government scholarship details,ask_scholarship,3,10
drama club auditions,ask_club,3,1
take me to IT Classroom 102,find_location,6,15
navigate to BIO Classroom 501,find_location,5,15
what does Chemical Engineering department offer,ask_department,6,3
I need help with my CV,ask_placement,6,9
resume building workshop,ask_placement,3,9
what labs are in Electronics and Communication Engineering,ask_department,8,3
dance club on campus,ask_club,4,1
where can i sit and focus on my assignment,recommend_place,9,18
events at student union,ask_event,4,4
where can i pay fees,service_query,5,19
which floor is Careers and Employability Office,find_location,7,15
student ambassador programme,ask_club,3,1
tea price,menu_query,2,17
give me details about ATM,facility_info,5,12
where is the it helpdesk,service_query,5,19
where is a comfortable place to sit,recommend_place,7,18
where can i study quietly,recommend_place,5,18
what is love,fallback,3,14
my friend is unconscious,emergency,4,11
what is Ground Floor Emergency Exit used for,facility_info,8,12
student ambassador programme,ask_club,3,1
tell me about Humanities and Communication,ask_department,6,3
when is Scholarship Office open,ask_hours,5,8
how much is coffee,menu_query,4,17
I want to apply to this university,ask_admission,7,0
where to chill between classes,social_life,5,20
where can i meet my project supervisor,faculty_query,7,13
i found someone phone,lost_found,4,16
degree certificate collection,ask_exam,3,5
where can visitors ask for help,ask_contact,6,2
where can i sit and focus on my assignment,recommend_place,9,18
where can i get wifi password,service_query,6,19
hackathon on campus,ask_fest,3,6
directions to Computer Lab,find_location,4,15
where can i study peacefully,recommend_place,5,18
i lost my bag,lost_found,4,16
is cafeteria open on sunday,ask_hours,5,8
what workshops are happening,ask_event,4,4
scholarship office location,ask_scholarship,3,10
where is the canteen,find_location,4,15
I am new here how to settle in,social_life,8,20
need based scholarship,ask_scholarship,3,10
price of samosa,menu_query,3,17
show me the way to ROBO Faculty Room,find_location,8,15
what labs are in Information Technology,ask_department,6,3
where is Management faculty room,faculty_query,5,13
exam timetable for this semester,ask_exam,5,5
I feel lonely on campus,social_life,5,20
how much does lunch cost,menu_query,5,17
who manages document queries,ask_contact,4,2
internal assessment marks,ask_exam,3,5
my laptop battery died where can i charge,service_query,8,19
how to join a club,ask_club,5,1
any guest lecture today,ask_event,4,4
is there any scholarship available,ask_scholarship,5,10
who should i contact for Group Study Room,ask_contact,8,2
how to get student id reissued,service_query,6,19
project submission deadline,ask_exam,3,5
i have fever,emergency,3,11
how to apply for hostel,ask_hostel,5,7
what does Mechanical Engineering department offer,ask_department,6,3
fee waiver process,ask_scholarship,3,10
where can I submit my admission form,ask_admission,7,0
prospectus for new students,ask_admission,4,0
i want to propose a girl,fallback,6,14
where can i find EE Classroom 301,find_location,7,15
someone fainted in the classroom,emergency,5,11
tell me about HOD Office - Robotics and Automation,facility_info,9,12
my phone got stolen where do i report,lost_found,8,16
how to apply for scholarship,ask_scholarship,5,10
campus life tips for freshers,social_life,5,20
any guest lecture today,ask_event,4,4
language learning club,ask_club,3,1
menu for today,menu_query,3,17
what snacks are available,menu_query,4,17
where can i return books,service_query,5,19
any guest lecture today,ask_event,4,4
someone fainted in the classroom,emergency,5,11
academic excellence award,ask_scholarship,3,10
i need a peaceful place to work,recommend_place,7,18
inter college competition,ask_fest,3,6
events at student union,ask_event,4,4
grade sheet collection,ask_exam,3,5
student social events this week,social_life,5,20
what facilities are in Civil Department Washrooms,facility_info,7,12
menu for today,menu_query,3,17
fellowship opportunities campus,ask_scholarship,3,10
my wifi is not working,service_query,5,19
hostel canteen timing,ask_hostel,3,7
where is Management Department,find_location,4,15
how to start a new club,ask_club,6,1
i need a peaceful place to work,recommend_place,7,18
what services does ATM provide,facility_info,5,12
overnight stay in hostel,ask_hostel,4,7
what does Management department offer,ask_department,5,3
who is the contact for Biotechnology Department,ask_contact,7,2
what facilities are in HOD Office - Civil Engineering,facility_info,9,12
what movie should i watch,fallback,5,14
attendance requirement for exams,ask_exam,4,5
what services does Information Technology Department provide,facility_info,7,12
i feel sick,emergency,3,11
financial assistance for students,ask_scholarship,4,10
entrepreneurship club,ask_club,2,1
co-curricular activities details,ask_club,3,1
where do lecturers sit,faculty_query,4,13
give me details about Scholarship Office,facility_info,6,12
what services does Civil Engineering Lab provide,facility_info,7,12
education loan guidance,ask_scholarship,3,10
any events today,ask_event,3,4
tell me about Civil Engineering Department,facility_info,6,12
what does Boys Common Room offer,facility_info,6,12
how do i get to IT Classroom 101,find_location,8,15
where is the hod office of Electronics and Communication Engineering,faculty_query,10,13
result announcement date,ask_exam,3,5
what is CSE Faculty Room used for,facility_info,7,12
i need a doctor,emergency,4,11
where can i charge my laptop,service_query,6,19
exam timetable for this semester,ask_exam,5,5
my laptop battery died where can i charge,service_query,8,19
how do i meet new people,fallback,6,14
how do I apply for admission,ask_admission,6,0
coffee price,menu_query,2,17
is cafeteria open on sunday,ask_hours,5,8
i need a quiet corner with good wifi,recommend_place,8,18
placement statistics this year,ask_placement,4,9
what facilities are in Chemical Department Washrooms,facility_info,7,12
book me a flight,fallback,4,14
exam fee payment deadline,ask_exam,4,5
tell me about Humanities and Communication,ask_department,6,3
give me details about HOD Office - Artificial Intelligence and Data Science,facility_info,12,12
tell me about Student Union,facility_info,5,12
where can i study peacefully,recommend_place,5,18
tell me about Chemical Engineering,ask_department,5,3
where can i meet my project supervisor,faculty_query,7,13
where do lecturers sit,faculty_query,4,13
I want to apply to this university,ask_admission,7,0
is there still time to apply,ask_admission,6,0
student enrollment process,ask_admission,3,0
dance club on campus,ask_club,4,1
where can i prepare for exams,recommend_place,6,18
photography club meetings,ask_club,3,1
coding competition details,ask_fest,3,6
lost my laptop,lost_found,3,16
is Digital Library open today,ask_hours,5,8
i cut my finger,emergency,4,11
someone stole my laptop what do i do,lost_found,8,16
who manages document queries,ask_contact,4,2
social clubs for students,social_life,4,20
student newspaper club,ask_club,3,1
fee concession process,ask_scholarship,3,10
how to get involved on campus,ask_club,6,1
hostel complaint procedure,ask_hostel,3,7
what is the fee structure,ask_admission,5,0
admission process for MBA,ask_admission,4,0
where is Humanities and Communication department,ask_department,6,3
i have chest pain,emergency,4,11
where to get admission brochure,ask_admission,5,0
i found a bag in the classroom,lost_found,7,16
any guest lecture today,ask_event,4,4
new student orientation details,ask_admission,4,0
campus life tips for freshers,social_life,5,20
attendance requirement for exams,ask_exam,4,5
what time does Management Department close,ask_hours,6,8
what does Management department offer,ask_department,5,3
i need a doctor,emergency,4,11
what labs are in Biotechnology,ask_department,5,3
what are the timings of International Student Office,ask_hours,8,8
is Printing and Copying Room open now,ask_hours,7,8
i found a bag in the classroom,lost_found,7,16
student enrollment process,ask_admission,3,0
what does Biotechnology department offer,ask_department,5,3
student clubs at campus,ask_club,4,1
hostel gate pass procedure,ask_hostel,4,7
student clubs at campus,ask_club,4,1
robotics competition schedule,ask_fest,3,6
financial assistance for students,ask_scholarship,4,10
how much is coffee,menu_query,4,17
exam hall rules,ask_exam,3,5
price of tea,menu_query,3,17
what does International Student Office offer,facility_info,6,12
someone fainted in the classroom,emergency,5,11
dance club on campus,ask_club,4,1
attendance requirement for exams,ask_exam,4,5
placement cell opening hours,ask_placement,4,9
from library to cafeteria,find_location,4,15
where is Chemical Engineering department,ask_department,5,3
what does Information Technology department offer,ask_department,6,3
how does campus placement work,ask_placement,5,9
which floor is Biotechnology department,ask_department,5,3
what is on today,ask_event,4,4
aptitude test for placements,ask_placement,4,9
coding competition details,ask_fest,3,6
tell me about Information Technology,ask_department,5,3
where can i meet a girlfriend,fallback,6,14
i cut my finger,emergency,4,11
who organises the annual day,ask_fest,5,6
scholarship application form,ask_scholarship,3,10
what services does EE Classroom 301 provide,facility_info,7,12
where can i meet a girlfriend,fallback,6,14
best place to read on campus,recommend_place,6,18
off campus placement support,ask_placement,4,9
what labs are in Electrical Engineering,ask_department,6,3
where can i take a break between classes,recommend_place,8,18
dance club on campus,ask_club,4,1
what facilities are in Admin Conference Room,facility_info,7,12
who handles hostel issues,ask_contact,4,2
where to get admission brochure,ask_admission,5,0
how can I make friends on campus,social_life,7,20
tell me about ECE Faculty Room,facility_info,6,12
staff room for Humanities and Communication,faculty_query,6,13
where can i get lunch,menu_query,5,17
where is Computer Science Engineering department,ask_department,6,3
give me details about CHE Classroom 401,facility_info,7,12
what does Mechanical Engineering department offer,ask_department,6,3
where should i report lost item,lost_found,6,16
which floor is Chemical Engineering department,ask_department,6,3
navigate to MBA Classroom 601,find_location,5,15
tell me about Group Study Room,facility_info,6,12
any seminar this week,ask_event,4,4
can i visit BIO Classroom 501 now,ask_hours,7,8
where is Electronics and Communication Engineering staff room,faculty_query,8,13
i need to take a printout urgently,service_query,7,19
where is Chemical Engineering staff room,faculty_query,6,13
salary packages for graduates,ask_placement,4,9
how to join a club,ask_club,5,1
where is Girls Hostel,find_location,4,15
i feel sick,emergency,3,11
what is todays date,fallback,4,14
where can visitors ask for help,ask_contact,6,2
what does EE Classroom 302 offer,facility_info,6,12
language learning club,ask_club,3,1
debate competition details,ask_fest,3,6
where is Biotechnology staff room,faculty_query,5,13
where can i issue books,service_query,5,19
events at student union,ask_event,4,4
where is a comfortable place to sit,recommend_place,7,18
staff room for Computer Science Engineering,faculty_query,6,13
any seminar this week,ask_event,4,4
where can i meet a girlfriend,fallback,6,14
suggest a quiet study place,recommend_place,5,18
where can i pay fees,service_query,5,19
grade sheet collection,ask_exam,3,5
price of tea,menu_query,3,17
campus community events,social_life,3,20
i need to take a printout urgently,service_query,7,19
how to join a club,ask_club,5,1
i am having trouble breathing,emergency,5,11
tell me about Humanities and Communication,ask_department,6,3
what time does ECE Classroom 201 close,ask_hours,7,8
hostel fee payment process,ask_hostel,4,7
where is Biotechnology staff room,faculty_query,5,13
can i pay with student card,menu_query,6,17
coffee price,menu_query,2,17
where can i ask general questions,ask_contact,6,2
what services does Networking Lab provide,facility_info,6,12
gaming club details,ask_club,3,1
i want to propose a girl,fallback,6,14
opening hours of Mechanical Engineering Lab,ask_hours,6,8
what is the last date for admission,ask_admission,7,0
open mic night campus,ask_fest,4,6
how to reach ROBO Faculty Room,find_location,6,15
internet is not working on my laptop,service_query,7,19
where can i make friends,fallback,5,14
my friend is unconscious,emergency,4,11
where to get admission brochure,ask_admission,5,0
debate competition details,ask_fest,3,6
i think someone stole my phone,lost_found,6,16
how to check exam results online,ask_exam,6,5
where is a comfortable place to sit,recommend_place,7,18
what workshops are happening,ask_event,4,4
sports day this year,ask_fest,4,6
where is first aid,emergency,4,11
business plan competition,ask_fest,3,6
what are the timings of Civil Department Washrooms,ask_hours,8,8
I need help with my CV,ask_placement,6,9
how to network with students,social_life,5,20
where can i get bonafide certificate,service_query,6,19
what facilities are in Campus Fitness Centre,facility_info,7,12
hostel wifi details,ask_hostel,3,7
take me to Transport Office,find_location,5,15
who should i contact for Artificial Intelligence and Data Science Department,ask_contact,11,2
what is on today,ask_event,4,4
where is Artificial Intelligence and Data Science faculty room,faculty_query,9,13
gaming club details,ask_club,3,1
sports tournament schedule,ask_fest,3,6
financial aid office location,ask_scholarship,4,10
where should i report lost item,lost_found,6,16
how do i get to Electrical Machines and Power Systems Lab,find_location,11,15
where is the admissions office,ask_admission,5,0
give me details about Hostel Laundry Room,facility_info,7,12
where is Robotics and Automation department,ask_department,6,3
peer mentorship programme,ask_club,3,1
where can i meet my professor,faculty_query,6,13
what is the price of tea,menu_query,6,17
where can i study peacefully,recommend_place,5,18
how much does lunch cost,menu_query,5,17
i have chest pain,emergency,4,11
how to get student id reissued,service_query,6,19
where do lecturers sit,faculty_query,4,13
where do lecturers sit,faculty_query,4,13
how much is coffee,menu_query,4,17
faculty room for Humanities and Communication,faculty_query,6,13
where do lecturers sit,faculty_query,4,13
bursary for students,ask_scholarship,3,10
student enrollment process,ask_admission,3,0
how to get fee relaxation,ask_scholarship,5,10
any seminar this week,ask_event,4,4
where is the exam cell,ask_exam,5,5
where can i study quietly,recommend_place,5,18
upcoming placement drives,ask_placement,3,9
events at student union,ask_event,4,4
location of HOD Office - Civil Engineering,find_location,7,15
where is the cafeteria,find_location,4,15
book me a flight,fallback,4,14
where can visitors ask for help,ask_contact,6,2
who is the contact for Engineering Physics Lab,ask_contact,8,2
i have stomachache,emergency,3,11
how do i go from Final Year Project Lab to the library,find_location,12,15
menu for today,menu_query,3,17
how to get student id reissued,service_query,6,19
what labs are in Artificial Intelligence and Data Science,ask_department,9,3
i am bleeding,emergency,3,11
where do teachers sit in Mechanical Engineering,faculty_query,7,13
where is the hostel,ask_hostel,4,7
what is on the menu today,menu_query,6,17
what are the admission requirements,ask_admission,5,0
any seminar this week,ask_event,4,4
what is Networking Lab used for,facility_info,6,12
how to get involved in campus activities,social_life,7,20
any seminar this week,ask_event,4,4
induction programme for new students,ask_admission,5,0
staff room for Electrical Engineering,faculty_query,5,13
activities to meet people campus,social_life,5,20
how to get admission in computer science,ask_admission,7,0
tell me about relationships,fallback,4,14
what services does Ground Floor Washrooms provide,facility_info,7,12
is cafeteria open on sunday,ask_hours,5,8
technical fest schedule,ask_fest,3,6
who manages document queries,ask_contact,4,2
what are the timings of Humanities and Communication Department,ask_hours,9,8
where is CE Classroom 401,find_location,5,15
where can visitors ask for help,ask_contact,6,2
resume building workshop,ask_placement,3,9
what labs are in Computer Science Engineering,ask_department,7,3
where can i get my id card reissued,service_query,8,19
is there still time to apply,ask_admission,6,0
what labs are in Robotics and Automation,ask_department,7,3
i am bleeding,emergency,3,11
where is the exam cell,ask_exam,5,5
hostel mess menu,ask_hostel,3,7
give me details about ATM,facility_info,5,12
how much does lunch cost,menu_query,5,17
what workshops are happening,ask_event,4,4
government scholarship details,ask_scholarship,3,10
how much does lunch cost,menu_query,5,17
what does Robotics and Automation Lab offer,facility_info,7,12
where is Computer Lab,find_location,4,15
attendance requirement for exams,ask_exam,4,5
is the library open now,ask_hours,5,8
I am new here how to settle in,social_life,8,20
campus community events,social_life,3,20
placement for MBA students,ask_placement,4,9
suggest a quiet study place,recommend_place,5,18
student ambassador programme,ask_club,3,1
where can i prepare for exams,recommend_place,6,18
what food is available now,menu_query,5,17
where do lecturers sit,faculty_query,4,13
where can i meet my project supervisor,faculty_query,7,13
where can i do group study,recommend_place,6,18
job fair at campus,ask_placement,4,9
how much is coffee,menu_query,4,17
financial assistance for students,ask_scholarship,4,10
where can i return books,service_query,5,19
any events today,ask_event,3,4
academic excellence award,ask_scholarship,3,10
where is the library,find_location,4,15
can i visit AI&DS Faculty Room now,ask_hours,7,8
where can I submit my admission form,ask_admission,7,0
startup pitch event,ask_fest,3,6
my laptop battery is dead where can i go,service_query,9,19
aptitude test for placements,ask_placement,4,9
who is the president,fallback,4,14
where should i report lost item,lost_found,6,16
student newspaper club,ask_club,3,1
where can i ask general questions,ask_contact,6,2
how do i talk to girls,fallback,6,14
tuition fee instalment plan,ask_scholarship,4,10
who handles hostel issues,ask_contact,4,2
what is today menu,menu_query,4,17
my phone got stolen where do i report,lost_found,8,16
is the library open now,ask_hours,5,8
i need a no objection certificate,service_query,6,19
who handles hostel issues,ask_contact,4,2
where can i take a break between classes,recommend_place,8,18
where is the hod office of Management,faculty_query,7,13
scholarship for international students,ask_scholarship,4,10
give me details about Main Reception,facility_info,6,12
where is Electronics and Communication Engineering faculty room,faculty_query,8,13
scholarship for international students,ask_scholarship,4,10
hostel rules and regulations,ask_hostel,4,7
exam timetable for this semester,ask_exam,5,5
where is the library,find_location,4,15
who manages document queries,ask_contact,4,2
is Student Parking Area open now,ask_hours,6,8
tell me about ECE Department Washrooms,facility_info,6,12
i have fever,emergency,3,11
is the library open now,ask_hours,5,8
government scholarship details,ask_scholarship,3,10
how do i get to Chemical Engineering Department,find_location,8,15
i accidentally cut myself,emergency,4,11
campus community events,social_life,3,20
tuition fee instalment plan,ask_scholarship,4,10
what time does Chemical Department Washrooms close,ask_hours,7,8
show me the way to Registrar Office,find_location,7,15
faculty room for Management,faculty_query,4,13
internal assessment marks,ask_exam,3,5
from cse to gym,find_location,4,15
what labs are in Information Technology,ask_department,6,3
technical fest schedule,ask_fest,3,6
staff room for Management,faculty_query,4,13
what snacks are available,menu_query,4,17
who manages document queries,ask_contact,4,2
who is the contact for Campus Fitness Centre,ask_contact,8,2
how to socialise at university,social_life,5,20
where can i ask general questions,ask_contact,6,2
where can I submit my admission form,ask_admission,7,0
any events today,ask_event,3,4
i lost my bag,lost_found,4,16
where can i relax after class,recommend_place,6,18
faculty room for Electronics and Communication Engineering,faculty_query,7,13
activities to meet people campus,social_life,5,20
how do I get my hall ticket,ask_exam,7,5
staff room for Information Technology,faculty_query,5,13
scholarship deadline this year,ask_scholarship,4,10
photography club meetings,ask_club,3,1
welcome week schedule,ask_admission,3,0
what facilities are in Electrical Engineering Department,facility_info,7,12
hostel warden meeting timing,ask_hostel,4,7
i twisted my ankle,emergency,4,11
any events today,ask_event,3,4
student enrollment process,ask_admission,3,0
need based scholarship,ask_scholarship,3,10
how can I make friends on campus,social_life,7,20
what documents do I need for admission,ask_admission,7,0
i have chest pain,emergency,4,11
how to start a new club,ask_club,6,1
bursary for students,ask_scholarship,3,10
what is on today,ask_event,4,4
when is Ground Floor Washrooms open,ask_hours,6,8
what is love,fallback,3,14
someone stole my laptop what do i do,lost_found,8,16
how do i meet new people,fallback,6,14
who is the contact for Main Cafeteria,ask_contact,7,2
where is the cafeteria,find_location,4,15
my phone got stolen where do i report,lost_found,8,16
where can i ask general questions,ask_contact,6,2
where is the cafeteria,find_location,4,15
where can i get lunch,menu_query,5,17
what services does Principal Office provide,facility_info,6,12
events at student union,ask_event,4,4
how do I apply for admission,ask_admission,6,0
who handles hostel issues,ask_contact,4,2
where can i print assignment,service_query,5,19
what labs are in Electrical Engineering,ask_department,6,3
where do students hang out,social_life,5,20
opening hours of Boys Common Room,ask_hours,6,8
i think i am having an anxiety attack,emergency,8,11
what time is it,fallback,4,14
hostel security details,ask_hostel,3,7
staff room for Electrical Engineering,faculty_query,5,13
where can i issue books,service_query,5,19
change hostel room request,ask_hostel,4,7
lost property office,lost_found,3,16
answer sheet re-checking process,ask_exam,4,5
show me upcoming events,ask_event,4,4
how to get marksheet,ask_exam,4,5
bursary for students,ask_scholarship,3,10
where can i do group study,recommend_place,6,18
exam schedule for final year,ask_exam,5,5
suggest a calm place on campus,recommend_place,6,18
what are the admission requirements,ask_admission,5,0
how to reach ECE Classroom 202,find_location,6,15
scholarship deadline this year,ask_scholarship,4,10
